ID,시도,시군구,읍면동,행정기관코드,총인구수,어린이,노인
1023,경기도,의정부시,녹양동,4115062000,19303,2545,4344
1024,경기도,의정부시,고산동,4115063000,29645,6949,2875
1025,경기도,안양시 만안구,안양1동,4117151000,18108,2431,3040
1026,경기도,안양시 만안구,안양2동,4117152000,22437,2547,4703
1027,경기도;경기도,안양시 만안구;안양시 만안구,안양3동;안양4동,4117153000;4117154000,21431,2026,5350
1028,경기도,안양시 만안구,안양5동,4117155000,13341,1811,2858
1029,경기도,안양시 만안구,안양6동,4117156000,26709,3293,4545
1030,경기도;경기도,안양시 만안구;안양시 만안구,안양7동;안양8동,4117157000;4117158000,22524,3260,4208
1031,경기도,안양시 만안구,안양9동,4117158100,15802,1621,4203
1032,경기도,안양시 만안구,석수1동,4117159000,18468,2321,4171
1033,경기도,안양시 만안구,석수2동,4117160000,28952,3458,6206
1034,경기도;경기도,안양시 만안구;안양시 만안구,충훈동;박달1동,4117161100;4117162100,25511,2806,6110
1035,경기도,안양시 만안구,박달2동,4117163000,20287,3600,3318
1036,경기도,안양시 동안구,비산1동,4117351000,28304,4899,4443
1037,경기도,안양시 동안구,비산2동,4117352000,14441,2471,2271
1038,경기도,안양시 동안구,비산3동,4117353000,17871,2495,3193
1039,경기도,안양시 동안구,관양동,4117355200,32436,3339,7300
1040,경기도;경기도,안양시 동안구;안양시 동안구,부흥동;달안동,4117354000;4117354600,25454,3696,4741
1041,경기도,안양시 동안구,인덕원동,4117355900,17922,2064,3186
1042,경기도,안양시 동안구,부림동,4117356600,26168,3603,3361
1043,경기도,안양시 동안구,평촌동,4117357000,14814,2556,2084
1044,경기도,안양시 동안구,평안동,4117357600,22480,5308,2541
1045,경기도,안양시 동안구,귀인동,4117357800,16036,4463,1716
1046,경기도,안양시 동안구,호계1동,4117358000,26642,6124,2481
1047,경기도,안양시 동안구,호계2동,4117359000,24669,4073,3809
1048,경기도,안양시 동안구,호계3동,4117360000,22791,3460,3858
1049,경기도;경기도,안양시 동안구;안양시 동안구,범계동;신촌동,4117361000;4117362000,27262,5136,4115
1050,경기도,안양시 동안구,갈산동,4117363000,10384,1993,1963
1051,경기도,부천시 원미구,심곡1동,4119251000,11855,1173,2387
1052,경기도;경기도,부천시 원미구;부천시 원미구,심곡2동;심곡3동,4119252000;4119253000,29169,2700,5468
1053,경기도;경기도,부천시 원미구;부천시 원미구,원미1동;원미2동,4119254000;4119255000,27835,3124,6406
1054,경기도;경기도,부천시 원미구;부천시 원미구,소사동;역곡1동,4119256000;4119257000,22173,2497,5659
1055,경기도,부천시 원미구,역곡2동,4119258000,16755,1899,3744
1056,경기도,부천시 원미구,춘의동,4119259000,13651,1467,3010
1057,경기도,부천시 원미구,도당동,4119260000,20176,2525,3765
1058,경기도,부천시 원미구,약대동,4119261000,17027,2711,2693
1059,경기도,부천시 원미구,중1동,4119263000,40547,5856,5324
1060,경기도,부천시 원미구,중동,4119262000,21591,3276,4037
1061,경기도,부천시 원미구,중2동,4119264000,29366,4517,5559
1062,경기도,부천시 원미구,중3동,4119265000,21941,2858,4110
1063,경기도,부천시 원미구,중4동,4119266000,17086,1954,3304
1064,경기도,부천시 원미구,상동,4119267000,17512,2054,3793
1065,경기도,부천시 원미구,상1동,4119268000,23530,3345,4220
1066,경기도,부천시 원미구,상3동,4119270000,30244,5603,3457
1067,경기도,부천시 원미구,상2동,4119269000,27978,5536,3194
1068,경기도,부천시 소사구,심곡본1동,4119451000,15765,1444,3988
1069,경기도,부천시 소사구,심곡본동,4119452000,14367,1187,3840
1070,경기도,부천시 소사구,소사본동,4119453000,24749,2633,5731
1071,경기도,부천시 소사구,소사본1동,4119454000,27944,3749,6343
1072,경기도,부천시 소사구,옥길동,4119456000,31119,8083,3701
1073,경기도,부천시 소사구,범박동,4119455000,28257,6153,3784
1074,경기도,부천시 소사구,괴안동,4119457000,18272,2040,4166
1075,경기도,부천시 소사구,역곡3동,4119458000,22079,2307,5231
1076,경기도,부천시 소사구,송내1동,4119459000,20229,2550,4360
1077,경기도,부천시 오정구,성곡동,4119651000,38031,4467,7950
1078,경기도,부천시 소사구,송내2동,4119460000,24054,3253,4794
1079,경기도,부천시 오정구,원종1동,4119652000,21284,2319,4264
1080,경기도,부천시 오정구,원종2동,4119653000,18215,1942,3671
1081,경기도,부천시 오정구,고강본동,4119654000,25352,2546,5667
1082,경기도,부천시 오정구,고강1동,4119655000,12473,1244,2801
1083,경기도,부천시 오정구,오정동,4119656000,19051,2482,3768
1084,경기도,부천시 오정구,신흥동,4119657000,16643,1880,3245
1085,경기도;경기도;경기도;경기도,광명시;광명시;광명시;광명시,광명1동;광명2동;광명3동;광명4동,4121051000;4121052000;4121054000;4121055000,25999,2810,6482
1086,경기도;경기도,광명시;광명시,광명5동;광명6동,4121056000;4121057000,24040,3608,5119
1087,경기도,광명시,광명7동,4121058000,25742,4016,4518
1088,경기도,광명시,철산1동,4121059000,10342,1822,1514
1089,경기도,광명시,철산3동,4121061000,36260,7220,5423
1090,경기도;경기도,광명시;광명시,철산2동;철산4동,4121060000;4121062000,14262,1879,2581
1091,경기도,광명시,하안1동,4121063100,24905,4533,4175
1092,경기도,광명시,하안2동,4121063200,12861,1407,2660
1093,경기도,광명시,하안3동,4121063300,18583,2416,4113
1094,경기도,광명시,하안4동,4121063400,11568,1719,1748
1095,경기도,광명시,소하1동,4121064000,29497,5844,4785
1096,경기도,광명시,소하2동,4121065000,25571,3538,5707
1097,경기도;경기도,광명시;광명시,일직동;학온동,4121065500;4121066000,23208,4373,2224
1098,경기도,평택시,안중읍,4122025300,43039,7565,6002
1099,경기도,평택시,팽성읍,4122025000,27391,3026,7409
1100,경기도,평택시,포승읍,4122025600,22529,2650,3731
1101,경기도,평택시,청북읍,4122025900,26174,6231,3266
1102,경기도;경기도;경기도,평택시;평택시;평택시,진위면;서탄면;고덕면,4122031000;4122032000;4122033000,26931,2703,6332
1103,경기도,평택시,중앙동,4122051000,42831,5679,6527
1104,경기도;경기도,평택시;평택시,오성면;현덕면,4122034000;4122037000,11812,1044,3951
1105,경기도,평택시,서정동,4122052000,24905,2936,4743
1106,경기도,평택시,송탄동,4122053500,23514,4767,2389
1107,경기도,평택시,지산동,4122055000,12233,1208,1749
1108,경기도;경기도,평택시;평택시,송북동;신장1동,4122056000;4122057000,27326,3772,5186
1109,경기도;경기도,평택시;평택시,신장2동;신평동,4122058000;4122059000,24611,2251,5291
1110,경기도,평택시,비전1동,4122062000,50747,10382,6047
1111,경기도,평택시,비전2동,4122063000,56367,11481,7189
1112,경기도;경기도,평택시;평택시,원평동;통복동,4122060000;4122061000,18343,1947,3635
1113,경기도,평택시,세교동,4122064000,37407,7016,4347
1114,경기도,평택시,동삭동,4122065000,42610,9910,2597
1115,경기도,평택시,고덕동,4122066000,55585,13590,2189
1116,경기도,평택시,용이동,4122063500,25624,5960,1802
1117,경기도;경기도;경기도;경기도,동두천시;동두천시;동두천시;동두천시,생연1동;생연2동;중앙동;보산동,4125051000;4125052000;4125053500;4125055000,23803,2747,7345
1118,경기도,동두천시,불현동,4125056500,24993,3338,6124
1119,경기도,동두천시,송내동,4125056600,24856,4056,4959
1120,경기도,동두천시,소요동,4125058000,8317,775,2756
1121,경기도,동두천시,상패동,4125060000,4677,396,1555
1122,경기도,안산시 상록구,일동,4127151000,22597,3077,3839
1123,경기도,안산시 상록구,이동,4127151500,22364,1968,3747
1124,경기도,안산시 상록구,사이동,4127153200,30076,4529,4416
1125,경기도,안산시 상록구,해양동,4127153700,39579,8284,3631
1126,경기도,안산시 상록구,본오1동,4127154000,34438,4833,5165
1127,경기도,안산시 상록구,사동,4127152500,29176,3136,4797
1128,경기도,안산시 상록구,본오2동,4127155000,24147,3075,4106
1129,경기도,안산시 상록구,본오3동,4127156000,17986,1807,3261
1130,경기도,안산시 상록구,월피동,4127158000,35318,4293,5415
1131,경기도,안산시 상록구,부곡동,4127157000,20043,2694,3291
1132,경기도,안산시 상록구,성포동,4127159000,24384,3102,4234
1133,경기도,안산시 단원구,와동,4127351000,35525,5038,5132
1134,경기도;경기도,안산시 상록구;안산시 상록구,반월동;안산동,4127160000;4127161000,25133,2803,6531
1135,경기도,안산시 단원구,고잔동,4127352500,19765,2144,3124
1136,경기도,안산시 단원구,호수동,4127353500,42056,7258,4988
1137,경기도;경기도,안산시 단원구;안산시 단원구,중앙동;원곡동,4127353200;4127354500,29527,3449,4545
1138,경기도,안산시 단원구,백운동,4127355500,23910,3638,3546
1139,경기도,안산시 단원구,초지동,4127357000,45209,6816,6320
1140,경기도,안산시 단원구,신길동,4127356500,20665,3073,3481
1141,경기도,안산시 단원구,선부1동,4127358000,16733,2149,2671
1142,경기도,안산시 단원구,선부3동,4127360000,32094,4398,4411
1143,경기도,안산시 단원구,선부2동,4127359000,17256,2434,2518
1144,경기도,안산시 단원구,대부동,4127361000,9119,607,3342
1145,경기도,고양시 덕양구,주교동,4128151000,10491,1002,2639
1146,경기도,고양시 덕양구,원신동,4128152000,22375,4567,4083
1147,경기도,고양시 덕양구,흥도동,4128153000,29663,5852,4020
1148,경기도,고양시 덕양구,성사1동,4128154000,23723,2796,4923
1149,경기도,고양시 덕양구,성사2동,4128155000,10390,1149,2662
1150,경기도,고양시 덕양구,효자동,4128156000,26253,5958,3011
1151,경기도,고양시 덕양구,삼송1동,4128157600,22205,3494,3015
1152,경기도,고양시 덕양구,삼송2동,4128157700,28125,3887,5136
1153,경기도,고양시 덕양구,창릉동,4128158000,23060,4113,3053
1154,경기도,고양시 덕양구,관산동,4128160000,33880,3574,8992
1155,경기도,고양시 덕양구,고양동,4128159000,27555,3864,6602
1156,경기도,고양시 덕양구,화정1동,4128162100,35135,4145,7030
1157,경기도,고양시 덕양구,화정2동,4128162200,31364,4844,5070
1158,경기도,고양시 덕양구,능곡동,4128161000,17714,2270,3492
1159,경기도,고양시 덕양구,행주동,4128163000,13147,1002,3303
1160,경기도,고양시 덕양구,행신1동,4128164000,20141,2530,4052
1161,경기도,고양시 덕양구,행신2동,4128165000,29708,3713,5242
1162,경기도,고양시 덕양구,행신3동,4128165500,22459,2917,4001
1163,경기도,고양시 덕양구,행신4동,4128165600,18989,2230,3914
1164,경기도,고양시 덕양구,화전동,4128166000,27838,5676,3577
1165,경기도,고양시 일산동구,식사동,4128551000,40701,8726,4731
1166,경기도,고양시 덕양구,대덕동,4128167000,16681,3997,1418
1167,경기도,고양시 일산동구,중산1동,4128552500,20326,2235,4685
1168,경기도,고양시 일산동구,중산2동,4128552600,23207,3766,4170
1169,경기도,고양시 일산동구,풍산동,4128554000,36655,5971,6475
1170,경기도,고양시 일산동구,정발산동,4128553000,21410,2514,4302
1171,경기도,고양시 일산동구,백석1동,4128555100,28513,3836,4680
1172,경기도,고양시 일산동구,백석2동,4128555200,20083,1634,3604
1173,경기도,고양시 일산동구,마두1동,4128556000,22639,3925,3709
1174,경기도,고양시 일산동구,마두2동,4128557000,15305,2917,2559
1175,경기도,고양시 일산동구,장항1동,4128558000,16723,3726,1467
1176,경기도,고양시 일산동구,장항2동,4128559000,26666,1974,4084
1177,경기도,고양시 일산동구,고봉동,4128560000,21191,2143,5218
1178,경기도,고양시 일산서구,일산1동,4128751000,25083,3313,5153
1179,경기도,고양시 일산서구,일산3동,4128753000,33419,7097,4496
1180,경기도,고양시 일산서구,일산2동,4128752000,18697,1989,4076
1181,경기도,고양시 일산서구,탄현1동,4128754500,29421,4355,4333
1182,경기도,고양시 일산서구,탄현2동,4128754600,18825,3523,2942
1183,경기도,고양시 일산서구,주엽1동,4128755000,26200,3833,5318
1184,경기도,고양시 일산서구,대화동,4128757000,33956,4190,5760
1185,경기도,고양시 일산서구,주엽2동,4128756000,26764,4143,5623
1186,경기도,고양시 일산서구,덕이동,4128760000,30848,5669,4674
1187,경기도,고양시 일산서구,송포동,4128758000,20213,3025,3353
1188,경기도,고양시 일산서구,가좌동,4128761000,18382,2978,3242
1189,경기도;경기도,과천시;과천시,중앙동;원문동,4129051000;4129051500,27450,5501,4419
1190,경기도,과천시,갈현동,4129052000,17017,5017,1087
1191,경기도;경기도,과천시;과천시,별양동;부림동,4129053000;4129054000,27780,4876,4644
1192,경기도,구리시,갈매동,4131051000,30404,6358,4398
1193,경기도,구리시,동구동,4131052000,35219,5035,6091
1194,경기도;경기도,과천시;과천시,과천동;문원동,4129055000;4129056000,12756,1534,2886
1195,경기도,구리시,인창동,4131053000,23672,3599,3916
1196,경기도,구리시,교문1동,4131054100,14617,1337,3456
1197,경기도,구리시,교문2동,4131054200,20755,3421,3706
1198,경기도,구리시,수택1동,4131057000,16662,1874,3211
1199,경기도,구리시,수택2동,4131058000,24152,2553,5297
